danceability,energy,speechiness,acousticness,instrumentalness,valence,loudness_scaled,tempo_scaled,liveness,duration_ms_log_scaled,mode,song_age_scaled,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,time_signature_3.0,time_signature_4.0,time_signature_5.0,track_popularity
0.165,0.106,0.039,0.807,0.782,0.0336,-1.7275173860145372,-0.4384741594952111,0.105,3.4135090460807507,1.0,0.24285714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44
0.292,0.246,0.0385,0.922,0.525,0.0859,-0.7847667066692795,-0.29389450595071337,0.107,3.6636526000649323,1.0,0.2714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45
0.114,0.0175,0.0434,0.923,0.846,0.0928,-3.4254972663156757,-2.1661219660784496,0.12,0.7358041738758946,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43
0.466,0.0113,0.0443,0.939,0.0257,0.486,-3.459276153823918,-0.2315302568519329,0.0924,0.15959131419573744,1.0,0.44285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46
0.154,0.0287,0.0365,0.984,0.896,0.0386,-2.45258190141779,-1.4585424660219168,0.131,1.9916299982860137,1.0,0.014285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43
0.491,0.0176,0.0644,0.994,0.927,0.0901,-2.44604853634418,0.2692107449259963,0.0985,1.778262652636193,0.0,0.11428571428571427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55
0.25,0.135,0.0488,0.958,0.0349,0.179,-1.2928400969681462,-0.833635122658021,0.0477,1.9287508900947379,1.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48
0.205,0.0525,0.0327,0.98,0.906,0.0511,-2.019294690046636,-1.0475357133697827,0.103,-0.3147543558520231,1.0,0.12857142857142856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53
0.176,0.006,0.0384,0.899,3.24e-05,0.0383,-4.576620589178854,-1.6391704122849204,0.105,3.6322515381357916,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47
0.1,0.0354,0.0387,0.901,0.865,0.0426,-1.09767319136497,-1.5516496548172793,0.125,4.7128898305796785,0.0,0.3857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38
0.351,0.206,0.0597,0.797,0.255,0.0839,-1.8547094932986583,0.4316037361003985,0.0738,3.337251124685526,1.0,0.35714285714285715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43
0.311,0.123,0.0367,0.931,0.898,0.203,-1.4447755868714736,0.8205458417474434,0.178,0.9085075504244468,1.0,0.21428571428571427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43
0.234,0.0251,0.0449,0.937,0.202,0.04,-2.684585865414728,0.28737543043814806,0.101,0.3901924450516098,1.0,0.028571428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,44
0.872,0.674,0.251,0.17,0.0,0.357,0.48423520305393736,0.6269531586295373,0.104,-0.8608658552377404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61
0.652,0.831,0.264,0.0111,0.0,0.648,0.4646351078331055,0.7650328763524719,0.269,-0.7592385301714821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68
0.848,0.632,0.277,0.398,0.0,0.253,0.2687731633923111,0.20575731739225048,0.282,-0.37577461358405406,1.0,0.014285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68
0.676,0.61,0.273,0.000114,1.73e-06,0.519,0.018003150779682855,1.3307029667695818,0.191,-0.11369709513209166,1.0,0.028571428571428574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56
0.874,0.48,0.565,0.033,0.0,0.563,-0.38609242941150906,-1.1957342501014208,0.11,-0.4657838539672472,1.0,0.028571428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24
0.504,0.939,0.295,0.0628,0.0,0.42,0.26140575171355873,1.397845547066917,0.41,0.060883613070088875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21
0.825,0.414,0.144,0.00265,0.0,0.106,0.3726119657324626,-1.5859060733363284,0.357,0.10747037800075483,1.0,0.028571428571428574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66
0.735,0.569,0.0386,0.00189,0.000163,0.263,-0.1439408983853458,1.0499408740662826,0.11,-0.9468551130265046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16
0.586,0.875,0.308,0.166,0.0,0.75,0.5900201141394197,2.239956151235693,0.474,-2.1407786334733894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19
0.601,0.883,0.092,0.00088,0.0,0.27,1.0686238577232774,1.365626946264899,0.184,-1.2165012690156078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15
0.68,0.607,0.222,0.264,1.39e-05,0.506,0.5270495954512154,0.8383591793773478,0.354,-1.4916457795843026,1.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62
0.89,0.455,0.437,0.158,0.0,0.897,-0.12670393521241585,0.7328142755504538,0.153,-0.22265849927093026,1.0,0.05714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64
0.753,0.837,0.211,0.0232,0.0,0.479,0.1539527474177928,-0.8123083062056492,0.239,0.29897226722314946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16
0.772,0.744,0.244,0.0114,0.0,0.764,0.5847378189735218,0.8031541215762339,0.066,-0.04662591865559432,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55
0.851,0.673,0.257,0.0452,0.0,0.776,0.5434525120190037,0.09986106568310962,0.314,-0.1971624240841036,1.0,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57
0.709,0.447,0.34,0.025,0.0,0.207,-0.20371423842050657,0.24496774105097688,0.189,-0.8636900083799607,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47
0.782,0.426,0.0687,0.307,0.000144,0.476,-0.6521532964517366,-0.2842675739771551,0.0822,-0.8075945164494923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15
0.759,0.538,0.384,0.151,0.0,0.831,0.147141366809135,1.0119601679954189,0.126,-0.14741250333965314,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,67
0.907,0.401,0.107,0.00892,0.0,0.173,0.14269311824837885,0.45134948708266076,0.111,-1.52961889351348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23
0.88,0.59,0.204,0.08,0.0,0.723,0.6402019182154501,0.0646208730937704,0.184,-0.39722092785558555,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68
0.808,0.586,0.169,0.641,0.0,0.568,0.2880952430780957,0.20765459595638247,0.14,0.9387576494960318,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,68
0.872,0.519,0.177,0.203,0.0,0.154,0.3869297657873966,-0.8124839801467724,0.108,-0.30468146870580154,1.0,0.0857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,65
0.798,0.668,0.25,0.135,4.6e-06,0.154,0.5658327625903081,0.5577727606151717,0.0583,0.9564650954175452,1.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,65
0.845,0.655,0.0612,0.239,0.0,0.516,0.5807065937153366,0.7667896157637055,0.0974,-0.49634295112303417,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63
0.736,0.674,0.3,0.352,0.0,0.482,0.3431423190174531,-0.8787130559502665,0.156,-0.8166080095282918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,24
0.852,0.566,0.093,0.221,0.00951,0.54,0.07152114127628031,-0.7446387040849439,0.0852,-0.38427783080699796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61
0.567,0.637,0.298,0.499,0.0346,0.882,0.7343101768289475,1.8668247002897491,0.235,-1.175316230059327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,68
0.605,0.627,0.347,0.105,7.75e-05,0.888,0.49160261473268985,-0.7567250712342285,0.0964,-0.2737633328774165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44
0.748,0.732,0.0592,0.665,0.0,0.967,0.7821288488570761,-0.10933146340654692,0.0723,-0.783300433023759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58
0.813,0.552,0.0426,0.0639,0.00667,0.517,-0.38247822745589477,-0.21463042371586863,0.0951,0.13795712568681412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66
0.627,0.622,0.118,0.639,0.0,0.575,0.646596275521537,-0.4868898976687998,0.0853,-0.4019313277709511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53
0.718,0.897,0.164,0.153,0.0,0.912,0.5023062128320094,0.17592788218951008,0.881,-0.815804358475692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67
0.476,0.652,0.231,0.185,0.104,0.619,0.40027451146966503,1.6839129927921415,0.109,0.5333756181890356,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59
0.721,0.631,0.264,0.123,3.76e-06,0.603,0.49646788659601676,2.0313257787576315,0.108,-0.29401638921132595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65
0.463,0.796,0.222,0.0248,0.0,0.736,0.37678219875817154,-0.4639820157463181,0.204,1.195725560086677,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57
0.612,0.738,0.117,0.517,1.57e-06,0.954,0.5623575684022174,0.4233470608676027,0.161,-0.43336348528669794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61
0.721,0.821,0.0355,0.178,0.0,0.38,0.503140259437151,-0.49493576417224816,0.0934,-0.17956309651578312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64
0.714,0.626,0.423,0.26,0.0,0.512,0.6477083376617261,-1.458296522504344,0.284,1.4906797662304676,0.0,0.12857142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60
0.474,0.733,0.192,0.0447,0.0,0.483,0.3467565209730675,-1.3807891796807323,0.0663,0.9862347558916884,1.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48
0.691,0.805,0.0947,0.59,0.0,0.866,0.34814659864830383,0.8563130561601516,0.0975,1.3519032497910937,0.0,0.19999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60
0.721,0.817,0.228,0.153,0.0,0.777,0.5620795528671702,-0.9909335695398469,0.0936,1.2660040623411202,0.0,0.19999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43
0.333,0.808,0.26,0.452,0.0,0.518,0.39457519300119615,-1.2641768175630683,0.427,1.2644718076284691,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52
0.763,0.836,0.251,0.151,0.0,0.514,0.6012797433088337,-0.9532339417747813,0.0918,2.4231207126365204,1.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49
0.56,0.794,0.282,0.619,0.0,0.829,0.6998362504830873,-0.8715455591524346,0.153,0.9502543159621859,1.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47
0.552,0.805,0.27,0.678,0.0,0.846,0.6677254561851288,-0.9551663551271381,0.277,0.5824141522662176,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58
0.697,0.685,0.0421,0.00388,0.000506,0.578,0.2918484528012337,-0.4990816691827585,0.0952,0.12930571624946322,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,51
0.662,0.896,0.251,0.318,0.0,0.79,0.556519242166225,-0.9665148917237047,0.186,1.3906939389856003,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68
0.932,0.804,0.0811,0.128,0.0,0.926,0.46922236416138535,-0.602623890080847,0.0649,0.4512143007729235,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38
0.57,0.744,0.359,0.133,0.0134,0.638,0.7376463632495146,-1.0781732487016908,0.397,0.14097105414705183,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51
0.646,0.8,0.392,0.692,0.0,0.959,0.5270495954512154,-1.082565097229774,0.052,0.19491164550616102,1.0,0.24285714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36
0.742,0.664,0.353,0.0393,0.0,0.695,0.40805894645098834,-0.9824660855777025,0.0537,1.8852611673865458,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11
0.907,0.455,0.225,0.272,0.0366,0.223,-0.2515329104486354,0.3455586397381934,0.0978,0.865243669269112,1.0,0.11428571428571427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31
0.651,0.573,0.516,0.0651,0.0,0.369,0.28990234405590287,-1.026525110011433,0.103,0.3275296991498644,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16
0.661,0.484,0.523,0.71,0.0,0.733,-0.2317938074602798,-1.2434121577222914,0.107,1.7609427064451764,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36
